V1,V2,V3
*_SCFLD9915_1478488,<lmxll>,--,--,ll,--,ll,ll,ll,--,ll,lm,lm,--,--,lm,--,lm,lm,--,lm,ll,lm,lm,ll,--,--,--,--,--,lm,lm,lm,--,--,--,lm,ll,--,--,lm,lm,--,lm,--,--,ll,ll,lm,ll,ll,ll,lm,lm,--,ll,--,lm,--,--,lm,--,lm,ll,lm,ll,ll,ll,ll,lm,--,--,lm,lm,lm,--,--,--,ll,--,lm,ll,ll,--,--,lm,lm,--,lm,lm,lm,--
*_SCFLD9915_1484271,<lmxll>,--,ll,ll,--,--,lm,ll,ll,--,lm,--,--,--,lm,--,lm,--,lm,lm,--,lm,lm,ll,--,--,lm,lm,ll,lm,--,lm,--,--,--,lm,ll,lm,lm,--,--,lm,lm,--,lm,ll,ll,--,--,ll,ll,--,lm,ll,ll,lm,lm,--,--,--,ll,lm,ll,lm,ll,--,ll,ll,lm,lm,--,lm,lm,lm,--,ll,ll,ll,lm,--,--,ll,--,ll,lm,lm,ll,lm,--,lm,lm
*_SCFLD9915_1484278,<lmxll>,--,ll,ll,--,--,lm,ll,ll,--,lm,--,--,--,lm,--,lm,--,lm,lm,--,lm,lm,ll,--,--,lm,lm,ll,lm,--,lm,--,--,--,lm,ll,lm,lm,--,--,lm,lm,--,lm,ll,ll,--,--,ll,ll,--,lm,ll,ll,lm,lm,ll,--,--,ll,lm,--,lm,ll,ll,ll,ll,lm,lm,--,lm,lm,lm,--,ll,ll,ll,lm,--,--,ll,--,ll,lm,lm,ll,lm,--,lm,lm
*_SCFLD9915_1484289,<lmxll>,--,ll,ll,--,--,lm,ll,ll,--,lm,--,--,--,lm,--,lm,--,lm,lm,--,lm,lm,ll,--,--,lm,lm,ll,lm,--,--,--,--,lm,lm,ll,lm,lm,--,--,lm,lm,--,lm,ll,ll,--,--,ll,ll,--,lm,ll,ll,lm,lm,ll,--,--,ll,lm,--,lm,ll,ll,ll,ll,lm,lm,--,lm,lm,lm,--,--,ll,ll,lm,--,--,ll,--,ll,lm,lm,ll,lm,--,lm,lm
*_SCFLD9915_1954322,<lmxll>,--,lm,lm,--,lm,ll,lm,lm,--,--,ll,ll,--,ll,--,ll,ll,ll,ll,lm,ll,ll,--,--,--,ll,ll,--,ll,ll,ll,--,--,--,ll,lm,ll,ll,--,--,ll,--,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,ll,--,--,--,--,lm,ll,lm,ll,lm,ll,--,lm,lm,--,--,ll,--,--,ll,--,lm,--,lm,--,--,--,--,--,--,lm,--,ll,--,ll,--,--,ll
*_SCFLD9915_1954372,<lmxll>,--,lm,lm,--,lm,ll,lm,lm,--,--,ll,ll,--,ll,--,--,ll,ll,--,lm,ll,--,lm,--,--,ll,ll,--,--,ll,--,--,--,--,ll,--,ll,--,--,--,ll,--,ll,--,lm,lm,ll,lm,lm,lm,ll,ll,ll,--,--,--,--,--,ll,lm,ll,lm,ll,--,lm,--,--,ll,ll,--,--,ll,--,lm,--,lm,--,--,--,--,--,--,lm,--,ll,--,ll,--,--,ll
*_SCFLD9915_1954491,<lmxll>,ll,lm,ll,--,ll,--,ll,--,--,lm,--,lm,lm,lm,--,lm,lm,lm,lm,ll,lm,lm,ll,--,--,lm,lm,--,--,--,--,--,ll,--,lm,--,lm,--,--,--,lm,lm,lm,--,ll,ll,lm,ll,ll,ll,--,lm,ll,--,lm,--,--,--,lm,ll,--,ll,lm,ll,ll,ll,ll,--,--,lm,lm,lm,--,--,ll,ll,ll,--,--,--,--,--,ll,--,--,--,lm,--,lm,--
*_SCFLD9915_2030104,<nnxnp>,--,--,nn,--,nn,--,--,--,--,np,--,--,np,nn,--,np,np,--,np,nn,np,np,--,--,np,nn,--,--,--,nn,np,--,nn,--,nn,nn,nn,--,--,--,np,--,nn,np,--,np,--,np,nn,nn,--,nn,--,np,--,nn,--,--,np,--,np,np,nn,nn,nn,np,--,nn,nn,--,--,np,np,--,--,--,np,np,--,--,nn,--,nn,--,--,--,np,--,nn,--
*_SCFLD9915_2084029,<nnxnp>,--,np,--,--,--,--,--,--,np,np,--,np,--,nn,nn,np,--,np,np,nn,np,nn,nn,--,--,--,np,np,nn,nn,np,--,--,--,nn,nn,--,np,--,--,np,np,nn,--,np,np,nn,np,nn,nn,nn,nn,np,np,--,nn,--,--,np,np,np,np,--,--,nn,np,--,nn,nn,nn,--,np,np,--,np,--,np,--,--,nn,nn,--,nn,--,--,--,--,--,nn,np
*_SCFLD9915_2084041,<nnxnp>,--,np,--,--,--,--,--,--,np,np,--,np,--,nn,nn,np,--,np,--,nn,np,np,--,--,--,--,np,np,nn,nn,np,--,--,--,nn,nn,--,np,--,--,--,--,nn,--,np,np,--,np,nn,nn,nn,nn,np,np,--,nn,np,--,np,np,np,np,--,--,nn,np,--,nn,nn,--,--,np,np,--,np,--,np,--,--,--,nn,--,nn,--,--,--,--,--,nn,np
*_SCFLD9915_2084047,<nnxnp>,--,--,--,--,nn,--,--,--,np,np,--,np,--,nn,nn,np,--,np,--,nn,np,np,--,--,--,--,np,np,nn,nn,np,--,--,--,nn,nn,--,np,--,--,--,--,nn,--,np,np,--,np,nn,nn,nn,nn,np,np,--,nn,np,--,np,np,np,np,--,--,nn,np,--,nn,nn,--,--,np,np,--,np,--,np,--,--,--,nn,--,nn,--,--,--,--,--,nn,np
*_SCFLD9915_2128792,<nnxnp>,--,--,nn,--,nn,--,--,nn,np,np,--,--,--,nn,--,np,--,np,np,--,np,np,nn,--,--,nn,np,np,--,nn,np,nn,nn,nn,nn,nn,--,--,--,np,np,--,--,--,np,np,--,--,nn,nn,nn,--,--,np,nn,nn,--,np,np,np,--,np,nn,nn,nn,--,--,nn,nn,nn,np,np,np,--,--,nn,np,--,np,--,--,--,--,nn,nn,--,np,--,nn,np
*_SCFLD9970_15714,<nnxnp>,np,--,nn,--,nn,nn,--,--,nn,nn,nn,--,--,--,--,nn,np,nn,np,--,--,np,--,np,--,np,nn,nn,nn,np,np,--,np,np,--,--,--,--,--,nn,np,np,np,nn,nn,np,np,np,np,nn,np,--,np,nn,nn,np,--,nn,--,np,nn,np,np,nn,np,--,--,--,np,np,--,np,nn,--,--,np,nn,np,np,np,np,--,--,--,--,--,nn,--,np,nn
*_SCFLD9970_15838,<nnxnp>,np,nn,--,--,nn,--,np,np,--,nn,nn,--,--,np,--,nn,np,nn,np,np,nn,--,np,--,--,np,np,--,nn,np,np,--,--,np,nn,nn,nn,np,--,--,np,--,np,nn,--,np,np,np,np,nn,--,np,--,nn,--,np,--,--,np,--,--,np,np,nn,--,np,--,--,np,--,nn,np,nn,--,--,np,nn,np,--,--,--,--,--,nn,np,--,nn,np,np,nn
*_SCFLD9970_254884,<lmxll>,--,lm,lm,--,lm,--,--,--,--,lm,--,--,--,ll,--,--,ll,ll,ll,--,--,ll,lm,--,lm,lm,ll,lm,ll,ll,ll,--,--,lm,--,lm,ll,ll,--,--,ll,ll,--,--,lm,ll,ll,lm,lm,lm,ll,ll,--,--,ll,ll,--,--,ll,lm,--,lm,ll,ll,--,lm,--,--,ll,ll,ll,ll,--,--,--,lm,lm,lm,--,--,lm,--,--,--,--,--,ll,--,--,--
*_SCFLD9970_255002,<lmxll>,--,lm,--,--,--,--,--,lm,--,lm,--,--,--,ll,--,ll,ll,ll,ll,--,ll,--,--,--,lm,lm,ll,lm,ll,--,--,--,--,--,ll,--,--,ll,--,--,ll,ll,lm,ll,lm,ll,ll,--,--,lm,ll,ll,ll,lm,--,ll,--,--,ll,--,ll,lm,ll,--,lm,lm,--,--,ll,--,--,ll,--,--,--,--,--,lm,lm,--,lm,--,ll,--,--,--,ll,--,--,ll
*_SCFLD9970_255007,<lmxll>,--,lm,--,--,--,--,--,lm,lm,lm,--,--,--,ll,--,ll,ll,ll,ll,--,ll,--,--,--,lm,lm,ll,lm,ll,--,--,--,--,--,ll,--,--,ll,--,--,ll,ll,lm,ll,lm,ll,ll,--,--,lm,ll,ll,ll,lm,--,ll,--,--,ll,--,ll,lm,ll,--,lm,lm,--,lm,ll,--,--,ll,--,--,--,--,--,lm,lm,--,lm,--,ll,--,--,--,ll,--,ll,ll
*_SCFLD9970_349481,<hkxhk>,--,kk,hk,--,hk,--,kk,kk,--,hk,--,hh,--,hk,--,hh,hk,hh,hk,kk,hh,hk,--,--,hk,kk,hh,--,hh,hk,hk,--,--,hk,hh,hk,hh,hk,--,--,hk,hk,--,hh,--,--,hk,kk,--,hk,hh,hk,hk,hk,--,hk,--,--,--,--,hh,kk,hk,hh,kk,--,kk,hk,hk,--,--,hk,--,--,hh,--,hk,--,hk,--,--,kk,hk,hh,hk,hk,hh,hk,hk,hh
*_SCFLD9970_349496,<hkxhk>,--,kk,hk,--,hk,--,kk,--,--,hk,--,hh,--,hk,--,hh,--,hh,hk,kk,hh,hk,--,--,hk,kk,hh,--,hh,hk,--,--,--,hk,hh,hk,hh,hk,--,--,hk,--,--,hh,--,--,hk,kk,--,hk,hh,hk,hk,hk,--,hk,--,--,--,--,hh,kk,hk,hh,kk,--,kk,--,hk,--,--,hk,--,--,hh,--,hk,--,--,--,--,kk,hk,hh,hk,--,hh,hk,hk,hh
*_SCFLD9970_591664,<nnxnp>,--,np,nn,--,nn,nn,np,--,--,nn,nn,nn,--,np,np,nn,--,nn,--,--,nn,--,np,--,--,--,nn,nn,nn,--,np,--,--,--,nn,--,--,np,--,--,np,--,--,nn,nn,np,np,--,np,--,--,--,--,nn,--,--,--,--,np,np,--,np,np,nn,np,np,--,--,--,np,nn,np,--,--,--,np,nn,--,np,--,--,--,np,--,np,--,nn,--,np,nn
*_SCFLD9970_668876,<nnxnp>,nn,nn,--,--,np,np,nn,--,--,np,np,--,--,nn,--,np,nn,np,nn,--,np,nn,nn,--,--,nn,--,np,np,nn,nn,--,nn,np,np,--,--,nn,--,np,nn,nn,nn,np,np,nn,nn,--,--,np,np,nn,nn,np,--,--,--,--,nn,nn,np,nn,--,--,--,nn,nn,np,nn,nn,np,nn,np,--,--,nn,np,nn,--,--,--,--,nn,--,nn,--,np,nn,nn,np
*_SCFLD9970_668888,<nnxnp>,nn,nn,--,--,np,np,nn,--,--,np,np,--,--,nn,nn,np,nn,np,nn,--,np,nn,nn,--,--,nn,--,np,--,nn,nn,--,nn,np,np,--,--,nn,--,--,nn,nn,nn,np,np,nn,nn,--,--,np,np,nn,nn,np,--,--,--,--,nn,nn,np,nn,--,--,--,nn,nn,np,nn,nn,np,nn,--,--,--,nn,np,nn,--,--,--,--,nn,--,nn,--,np,nn,nn,np
*_SCFLD9970_669009,<nnxnp>,nn,nn,--,--,np,--,nn,--,--,np,--,--,--,nn,--,np,--,np,nn,nn,np,--,nn,--,--,nn,np,--,--,nn,nn,--,--,np,np,--,np,--,--,--,nn,nn,--,np,--,nn,nn,nn,nn,np,--,nn,nn,np,--,--,np,--,nn,nn,np,--,--,np,--,nn,nn,np,--,nn,np,nn,np,--,--,nn,np,nn,nn,nn,nn,nn,nn,np,--,--,--,nn,nn,np
*_SCFLD9970_669021,<hkxhk>,hk,hk,--,--,kk,--,hk,--,kk,kk,--,--,--,hh,--,hk,--,hk,hh,hk,hk,--,hk,--,--,hk,hk,--,--,hh,hh,--,--,kk,hk,--,hk,--,--,--,hh,hh,--,hk,kk,hh,hh,hk,hk,kk,hk,hh,hh,kk,--,hh,kk,--,hh,hk,hk,--,--,hk,--,hk,hk,kk,--,hh,hk,hh,hk,--,--,hk,kk,hk,hk,hk,hk,hk,hh,hk,--,--,hk,hh,hh,hk
*_SCFLD9970_669026,<nnxnp>,nn,nn,--,--,np,--,nn,--,--,np,--,--,--,nn,--,np,--,np,nn,nn,np,--,nn,--,--,nn,np,--,--,nn,nn,--,--,np,np,--,np,--,--,--,nn,nn,--,np,np,nn,nn,--,nn,np,--,nn,nn,np,--,nn,np,--,nn,nn,np,--,--,np,--,nn,nn,np,--,--,np,nn,np,--,--,nn,np,nn,nn,nn,nn,nn,nn,np,--,--,np,nn,nn,np
*_SCFLD9970_771985,<hkxhk>,--,kk,--,--,hk,--,--,--,--,hk,--,hh,--,hk,--,hh,hk,hh,hk,kk,hh,hk,kk,--,--,kk,hh,hk,hh,--,hk,--,--,--,hh,hk,hh,hk,--,--,hk,hk,kk,hh,hk,hk,hk,--,--,hk,hh,--,hk,hk,--,hk,hk,hh,hk,kk,hh,--,hk,hh,kk,kk,kk,hk,hk,hk,--,hk,hh,kk,--,kk,--,kk,kk,--,kk,--,hk,--,hk,--,hh,hk,hk,hh
*_SCFLD9970_772036,<hkxhk>,--,kk,--,--,hk,--,--,--,--,hk,--,hh,--,hk,--,hh,hk,hh,hk,kk,--,hk,kk,--,--,kk,hh,hk,hh,--,hk,--,--,--,hh,hk,hh,hk,--,--,hk,hk,kk,--,hk,hk,hk,--,--,hk,hh,--,hk,hk,--,hk,--,--,hk,kk,hh,--,hk,--,kk,kk,--,--,hk,--,--,hk,--,--,--,--,--,kk,kk,--,kk,--,hk,--,hk,--,hh,hk,hk,hh
*_SCFLD9970_1030726,<hkxhk>,--,hk,hh,--,hh,hk,--,hk,--,hh,--,--,kk,kk,--,hk,--,--,kk,--,--,--,hk,--,hh,hk,--,hh,hk,kk,kk,--,--,hh,--,--,hk,--,--,--,kk,--,hk,hk,hh,kk,kk,hk,--,hh,hk,--,kk,hh,--,--,--,hh,--,hk,--,hk,kk,--,hk,--,--,--,kk,--,hk,kk,hk,hk,--,--,hh,--,hk,--,hk,--,--,--,kk,--,hk,kk,kk,hk
*_SCFLD9970_1137937,<lmxll>,--,--,lm,--,lm,--,--,lm,--,lm,--,--,--,ll,--,ll,--,ll,--,--,ll,ll,lm,--,lm,lm,--,lm,--,ll,ll,--,--,--,ll,--,ll,ll,--,--,--,--,lm,ll,lm,--,ll,--,lm,lm,ll,ll,ll,lm,ll,--,lm,lm,ll,lm,--,--,--,--,--,--,lm,lm,ll,--,ll,ll,--,--,--,--,--,--,lm,--,lm,--,ll,--,--,--,--,--,ll,--
*_SCFLD9970_1188443,<hkxhk>,--,--,--,--,hh,--,hk,hk,--,hh,--,--,--,kk,--,hk,kk,--,kk,hk,hk,kk,hk,--,--,hk,hk,hh,hk,kk,kk,--,hk,--,--,hh,--,kk,--,--,kk,kk,hk,hk,hh,kk,--,hk,hk,hh,--,kk,kk,hh,--,--,--,--,--,hk,--,hk,kk,hk,--,hk,hk,hh,--,--,hk,kk,--,--,--,hk,--,hk,--,--,--,--,kk,--,--,--,hk,kk,kk,--
*_SCFLD9970_1188462,<hkxhk>,--,--,--,--,hh,--,hk,hk,--,hh,--,--,--,kk,--,hk,kk,--,kk,hk,--,kk,hk,--,--,hk,hk,--,hk,kk,kk,--,hk,--,--,hh,--,kk,--,--,kk,kk,hk,hk,hh,kk,--,--,hk,hh,--,kk,kk,hh,--,--,--,--,--,hk,--,hk,kk,hk,--,hk,hk,hh,--,--,hk,kk,--,--,--,hk,--,hk,--,--,--,--,kk,--,--,--,hk,kk,kk,--
*_SCFLD9970_1188568,<hkxhk>,hk,hk,--,--,hh,hk,hk,hk,--,hh,--,hk,--,kk,--,hk,kk,hk,kk,--,--,kk,hk,--,hh,hk,hk,hh,hk,kk,--,--,hk,hh,hk,hh,hk,kk,--,--,kk,kk,hk,--,hh,kk,kk,--,hk,hh,hk,kk,kk,--,hk,kk,--,hh,kk,hk,hk,hk,kk,hk,hk,--,hk,hh,kk,--,--,kk,hk,--,--,hk,hh,hk,hk,hk,hk,--,kk,hk,kk,--,hk,--,kk,hk
*_SCFLD9970_1197034,<nnxnp>,nn,--,np,--,np,--,nn,--,--,np,np,--,nn,nn,--,np,nn,np,nn,--,np,nn,nn,--,np,nn,np,np,--,--,nn,nn,nn,--,--,np,--,--,--,--,nn,--,nn,np,--,nn,nn,nn,nn,np,np,--,nn,np,np,nn,--,np,nn,--,np,nn,nn,np,nn,--,nn,--,nn,nn,--,nn,--,--,--,nn,--,nn,nn,nn,nn,--,nn,np,--,np,np,nn,nn,np
*_SCFLD9970_1197043,<nnxnp>,nn,--,np,--,np,--,nn,--,--,np,np,--,nn,nn,--,np,nn,np,nn,--,np,nn,nn,--,np,nn,np,np,--,--,nn,--,nn,--,--,np,--,--,--,--,nn,--,nn,np,--,nn,nn,nn,nn,np,np,--,nn,np,np,nn,--,np,nn,--,np,nn,nn,np,nn,--,nn,--,nn,nn,--,nn,--,--,--,nn,--,nn,nn,nn,nn,--,nn,np,--,np,np,nn,nn,np
*_SCFLD9970_1219858,<lmxll>,--,--,--,--,--,--,lm,lm,--,lm,ll,--,--,ll,--,ll,--,--,ll,--,ll,ll,lm,--,--,lm,--,lm,--,ll,--,--,--,--,ll,lm,ll,--,--,--,ll,ll,--,ll,lm,ll,ll,--,--,lm,--,--,--,lm,ll,ll,--,lm,ll,lm,ll,--,--,ll,lm,lm,--,--,ll,--,ll,ll,ll,lm,--,lm,lm,ll,lm,--,--,--,--,ll,ll,--,ll,--,ll,--
*_SCFLD9970_1298846,<lmxll>,--,--,ll,--,--,--,--,--,--,--,lm,--,--,lm,lm,lm,lm,lm,lm,--,lm,lm,--,--,ll,ll,--,--,lm,lm,--,lm,--,--,--,ll,--,--,--,--,lm,--,--,--,--,lm,--,--,ll,ll,lm,lm,lm,--,lm,--,--,ll,--,ll,--,ll,lm,lm,--,ll,ll,ll,lm,--,lm,lm,lm,--,--,ll,--,ll,ll,--,--,--,--,--,--,--,lm,--,lm,lm
*_SCFLD9970_1298953,<lmxll>,--,ll,--,--,--,--,ll,--,--,ll,--,lm,--,lm,--,lm,lm,lm,lm,--,lm,--,ll,--,--,ll,--,ll,lm,--,--,--,--,ll,lm,ll,--,lm,lm,--,--,--,ll,--,ll,lm,lm,--,ll,ll,--,--,lm,--,--,--,--,ll,lm,--,--,ll,--,lm,--,ll,--,--,lm,lm,lm,lm,lm,--,--,--,ll,ll,ll,ll,ll,ll,lm,--,lm,ll,lm,--,lm,--
*_SCFLD9970_1298959,<lmxll>,--,ll,--,--,--,--,ll,--,--,ll,--,lm,--,lm,--,lm,lm,lm,lm,--,lm,--,ll,--,--,ll,--,ll,--,--,--,--,--,ll,lm,ll,--,lm,lm,--,--,--,ll,--,ll,lm,lm,--,ll,ll,--,--,lm,--,--,--,--,ll,lm,--,--,ll,--,lm,--,ll,ll,--,lm,lm,lm,lm,lm,--,--,--,ll,ll,ll,ll,ll,ll,lm,--,lm,ll,lm,--,lm,--
*_SCFLD9970_1319823,<lmxll>,--,--,ll,--,--,--,--,ll,--,ll,--,lm,lm,--,--,lm,--,lm,lm,ll,--,lm,ll,--,ll,ll,--,ll,lm,lm,lm,--,--,ll,--,ll,lm,lm,lm,--,lm,lm,--,lm,ll,lm,lm,--,ll,ll,lm,lm,lm,ll,lm,--,--,ll,lm,--,--,--,--,lm,--,ll,ll,ll,lm,--,--,lm,lm,--,--,ll,ll,ll,ll,ll,ll,--,lm,lm,lm,--,--,lm,lm,lm
*_SCFLD9970_1319834,<lmxll>,--,--,ll,--,--,--,--,ll,--,ll,--,lm,lm,--,--,lm,--,--,lm,ll,--,lm,ll,--,ll,ll,--,ll,lm,lm,lm,--,--,--,--,ll,lm,lm,lm,--,--,lm,--,lm,ll,lm,lm,--,ll,ll,lm,lm,lm,ll,lm,--,--,ll,lm,--,--,--,--,lm,--,ll,ll,ll,lm,--,--,lm,lm,--,--,ll,ll,ll,ll,ll,ll,--,lm,lm,lm,--,--,lm,lm,--
