V1,V2,V3
*_SCFLD36_181576,<hkxhk>,--,--,hh,--,kk,--,--,--,--,hk,--,hk,hh,kk,hk,--,kk,kk,kk,hk,--,hk,hk,--,hk,hk,hk,hk,hk,kk,hk,--,hh,hh,hk,hk,hk,--,--,--,--,kk,--,--,--,hk,--,--,hh,hk,hk,--,hh,hh,--,--,--,--,kk,--,--,hk,kk,hk,--,kk,hk,--,hh,--,--,kk,kk,--,--,--,hk,--,--,--,hk,--,hh,hk,--,--,kk,--,kk,hh
*_SCFLD36_206185,<nnxnp>,--,np,nn,--,np,np,np,--,--,--,--,--,--,np,--,--,np,--,np,--,nn,nn,--,--,nn,nn,--,--,nn,--,nn,--,nn,nn,--,nn,--,--,--,np,--,np,np,np,nn,np,nn,--,--,np,--,--,nn,nn,nn,np,--,--,np,nn,--,np,np,nn,np,np,nn,nn,nn,np,--,np,--,--,--,np,np,nn,np,--,nn,--,nn,nn,--,--,np,nn,--,nn
*_SCFLD36_276105,<lmxll>,--,--,lm,--,ll,--,ll,--,--,lm,lm,--,--,--,--,--,ll,ll,--,lm,--,ll,lm,--,ll,--,lm,lm,ll,ll,ll,--,lm,--,ll,ll,lm,lm,--,lm,--,ll,--,--,lm,lm,ll,--,lm,lm,--,ll,lm,--,ll,lm,--,--,ll,lm,ll,lm,ll,ll,--,--,--,--,lm,lm,--,ll,ll,--,--,--,lm,--,lm,--,--,--,--,--,ll,--,ll,ll,ll,lm
*_SCFLD36_276131,<lmxll>,--,--,lm,--,--,--,ll,--,--,lm,lm,--,--,--,--,--,ll,--,--,--,--,ll,lm,--,--,--,lm,lm,ll,ll,ll,--,lm,--,ll,ll,lm,lm,--,lm,--,ll,--,lm,lm,--,ll,--,--,lm,--,ll,lm,--,ll,lm,--,--,ll,lm,ll,lm,--,ll,--,--,--,--,lm,lm,--,ll,--,--,--,--,lm,--,lm,--,--,--,--,--,--,--,--,ll,ll,lm
*_SCFLD36_309553,<lmxll>,ll,lm,lm,--,ll,--,ll,lm,--,lm,lm,lm,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,lm,--,ll,ll,lm,lm,ll,ll,ll,--,lm,lm,ll,ll,lm,lm,--,lm,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,--,--,lm,ll,lm,--,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,--,ll,ll,ll,--,--,lm,--,ll,lm,lm,ll,--,lm,ll,ll,--,ll,--,ll,--
*_SCFLD36_418707,<lmxll>,--,lm,lm,--,ll,ll,ll,--,--,lm,--,--,--,ll,--,--,--,--,ll,lm,ll,ll,lm,--,--,ll,lm,lm,ll,--,--,--,--,lm,ll,--,lm,lm,--,--,ll,ll,lm,--,--,lm,ll,--,--,lm,ll,ll,--,--,ll,lm,--,lm,ll,lm,ll,lm,ll,ll,lm,ll,--,lm,--,lm,--,ll,--,--,ll,--,lm,ll,lm,lm,--,--,lm,--,--,--,ll,--,ll,lm
*_SCFLD36_418741,<hkxhk>,--,--,hk,--,hk,--,hk,--,--,kk,--,--,--,hk,--,--,--,--,hk,kk,hh,hh,kk,--,--,hh,hk,kk,hh,--,--,--,--,hk,hh,--,kk,--,--,--,--,--,kk,--,--,kk,hk,--,--,kk,hh,--,--,--,hh,--,--,--,hk,hk,hh,kk,--,hh,kk,hk,--,hk,--,kk,--,hk,--,--,hh,--,kk,hh,kk,--,--,--,hk,--,--,--,hk,--,hk,hk
*_SCFLD36_418854,<nnxnp>,--,--,--,--,--,np,--,nn,--,--,nn,--,--,--,--,nn,--,--,--,np,nn,--,np,--,nn,nn,nn,np,--,np,nn,--,nn,--,nn,--,np,--,--,--,np,--,--,--,nn,np,np,nn,nn,np,nn,np,--,--,nn,--,--,--,np,--,nn,--,np,nn,--,np,nn,--,nn,--,nn,np,np,--,nn,nn,--,--,np,--,nn,--,nn,nn,--,--,np,nn,--,nn
*_SCFLD36_436193,<hkxhk>,--,--,--,--,hk,--,--,hk,--,kk,--,kk,--,hk,--,--,hk,hk,hk,--,--,hh,kk,--,hh,hh,hk,--,hh,hk,hh,--,--,--,--,--,kk,hk,--,kk,hk,--,--,kk,--,kk,--,--,--,kk,hh,hk,hk,hk,hh,--,--,--,--,--,--,kk,hk,hh,--,--,hh,--,hk,--,--,hk,--,--,--,kk,--,hh,--,--,--,--,hk,hh,--,--,hk,--,--,hk
*_SCFLD36_445372,<lmxll>,ll,lm,lm,--,ll,--,ll,--,--,--,--,--,--,ll,--,--,ll,ll,ll,--,--,ll,lm,--,ll,ll,--,--,ll,--,--,--,--,--,ll,ll,lm,--,ll,--,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,--,--,--,--,lm,--,--,ll,lm,ll,lm,--,ll,--,ll,--,lm,--,lm,--,ll,ll,--,--,--,--,--,lm,lm,ll,--,lm,--,--,--,ll,ll,ll,--
*_SCFLD36_458275,<lmxll>,--,--,--,--,ll,--,--,--,--,--,lm,lm,--,--,lm,--,ll,ll,--,lm,ll,ll,lm,--,--,--,--,--,--,--,ll,--,--,lm,ll,ll,lm,--,--,--,ll,ll,lm,lm,lm,lm,ll,--,lm,lm,ll,--,lm,--,--,lm,--,--,ll,lm,--,lm,ll,--,lm,--,--,lm,--,--,ll,ll,--,--,--,--,--,--,lm,--,ll,--,lm,--,--,--,ll,ll,--,lm
*_SCFLD36_516558,<lmxll>,--,--,lm,--,--,ll,--,--,--,lm,lm,lm,--,ll,lm,--,ll,ll,ll,--,ll,ll,lm,--,--,ll,--,lm,ll,--,--,--,--,--,ll,ll,--,--,--,--,ll,--,--,lm,--,lm,--,lm,--,lm,ll,--,lm,--,ll,lm,--,--,--,lm,ll,--,--,ll,lm,ll,--,lm,--,--,ll,ll,ll,--,--,--,lm,--,--,--,ll,--,ll,ll,--,--,ll,ll,ll,lm
*_SCFLD36_516573,<hkxhk>,hk,kk,hk,--,--,hk,--,--,--,kk,hk,kk,--,hk,kk,--,hk,hk,hk,--,hh,hh,kk,--,--,hh,--,kk,hh,--,--,--,--,--,hh,hh,--,--,--,--,hk,--,--,kk,--,kk,--,hk,--,kk,hh,hk,hk,hk,hh,kk,--,--,hk,hk,hh,--,--,hh,kk,hk,--,hk,--,--,hh,hk,hk,--,--,--,kk,--,--,--,hh,--,hh,hh,--,--,hk,hh,hk,hk
*_SCFLD36_516602,<lmxll>,ll,lm,lm,--,--,ll,ll,--,--,lm,lm,lm,--,ll,lm,--,ll,ll,ll,--,ll,ll,lm,--,--,ll,--,lm,ll,--,ll,lm,--,--,ll,ll,--,lm,ll,--,ll,ll,--,lm,--,lm,--,lm,lm,lm,ll,ll,lm,lm,ll,lm,--,lm,ll,lm,ll,--,ll,ll,lm,ll,ll,lm,lm,--,ll,ll,ll,lm,--,--,lm,--,--,--,ll,--,ll,ll,--,--,ll,ll,ll,lm
*_SCFLD36_538256,<nnxnp>,--,--,nn,--,np,--,--,--,--,np,--,np,--,np,np,nn,np,np,np,np,nn,--,np,--,--,--,nn,--,nn,--,--,np,nn,nn,nn,--,--,nn,--,--,np,--,np,np,--,np,np,nn,nn,np,--,np,nn,nn,--,--,--,--,--,nn,nn,np,--,nn,np,np,nn,--,nn,--,--,np,--,--,--,np,--,nn,--,np,--,--,nn,nn,--,--,--,--,np,--
*_SCFLD36_545468,<nnxnp>,np,--,--,--,np,--,np,nn,--,np,--,np,--,np,--,nn,np,--,np,--,nn,nn,np,--,nn,--,nn,np,nn,--,--,--,--,--,nn,--,--,--,--,--,np,np,--,np,--,np,--,--,nn,np,nn,--,nn,--,nn,--,--,--,np,--,nn,np,np,nn,np,np,--,--,--,--,--,np,np,np,--,--,np,--,--,np,--,--,--,--,np,np,--,--,--,--
*_SCFLD36_545492,<nnxnp>,np,--,--,--,np,--,np,nn,--,np,--,np,--,np,--,nn,np,--,np,--,nn,nn,np,--,nn,nn,nn,np,nn,--,--,--,--,--,nn,--,--,nn,--,--,np,np,--,np,--,np,--,nn,nn,np,nn,--,nn,--,nn,--,--,--,np,nn,nn,np,np,nn,np,np,--,nn,--,--,--,np,np,np,--,--,np,--,--,np,--,--,--,--,np,np,np,--,--,--
*_SCFLD36_545502,<nnxnp>,np,--,nn,--,np,--,np,nn,--,np,--,np,--,np,--,nn,np,--,np,--,nn,nn,np,--,nn,nn,nn,np,nn,--,--,--,--,--,nn,--,--,--,--,--,np,np,--,np,--,np,--,nn,nn,np,nn,--,nn,--,nn,--,--,--,np,nn,nn,np,--,nn,np,np,--,nn,--,--,--,np,np,np,--,--,np,--,--,np,--,--,--,--,np,np,np,--,--,--
*_SCFLD36_550977,<hkxhk>,--,--,--,--,hk,hk,--,hk,--,kk,--,--,--,hk,--,--,--,--,hk,--,hh,hh,--,--,hh,--,hk,kk,hh,--,hh,--,--,--,hh,--,kk,--,--,--,hk,--,kk,kk,hk,kk,--,hk,hk,kk,--,hk,hk,hk,--,kk,--,--,hk,hk,--,kk,hk,--,kk,hk,--,hk,hk,--,hh,--,--,--,--,--,kk,--,kk,--,--,--,--,--,hk,--,hk,--,--,hk
*_SCFLD36_551063,<hkxhk>,--,kk,--,--,--,--,hk,--,--,kk,--,kk,--,hk,--,hk,--,hk,hk,kk,hh,--,kk,--,hh,--,--,--,hh,--,hh,kk,--,--,hh,hh,--,hk,--,--,hk,--,--,--,hk,kk,hk,--,hk,kk,hh,--,--,hk,--,kk,--,--,hk,--,hh,kk,--,--,--,hk,--,--,hk,kk,hh,hk,--,--,--,kk,kk,--,kk,--,--,--,hk,hh,--,hk,hk,hh,hk,--
*_SCFLD36_641000,<lmxll>,ll,lm,--,--,ll,--,--,lm,--,--,lm,lm,--,ll,--,lm,--,ll,ll,lm,ll,ll,--,--,ll,--,lm,--,ll,--,ll,--,lm,--,ll,--,--,--,--,--,--,ll,lm,lm,--,lm,--,lm,lm,lm,--,ll,--,lm,--,--,--,lm,ll,--,ll,lm,--,--,lm,ll,--,lm,lm,--,--,ll,--,--,--,--,lm,ll,--,lm,ll,--,lm,--,ll,--,--,ll,ll,lm
*_SCFLD36_642447,<lmxll>,--,--,--,--,--,--,lm,--,--,ll,ll,--,--,lm,--,ll,lm,lm,--,ll,lm,lm,ll,--,ll,lm,ll,ll,lm,--,lm,--,--,ll,lm,--,ll,ll,--,--,lm,--,--,ll,ll,ll,lm,ll,ll,ll,lm,--,ll,--,lm,--,--,--,--,ll,lm,--,lm,--,ll,--,lm,ll,ll,--,--,lm,--,--,--,--,ll,lm,--,ll,lm,--,ll,--,--,--,lm,--,lm,--
*_SCFLD36_642470,<hkxhk>,--,--,--,--,--,--,hk,--,--,hh,hk,--,--,hk,--,hk,hk,hk,hk,hh,kk,kk,hh,--,kk,kk,hk,hh,kk,--,kk,--,--,hk,kk,--,hh,hk,--,hh,hk,--,--,hh,hk,hh,hk,hk,hk,hh,kk,--,hk,--,kk,--,--,hk,--,hk,kk,--,hk,--,hh,--,kk,hk,hk,--,--,hk,--,--,--,--,hh,kk,--,hh,kk,--,hk,--,--,--,hk,--,hk,hk
*_SCFLD36_654858,<nnxnp>,--,nn,np,--,--,nn,nn,--,--,--,np,--,--,nn,--,--,--,--,nn,nn,np,np,--,--,np,--,np,--,np,--,np,--,--,--,--,--,nn,--,--,--,--,nn,--,nn,--,--,nn,--,np,nn,np,nn,np,np,np,nn,nn,--,--,--,--,nn,--,np,nn,nn,np,--,np,nn,--,--,--,--,--,nn,--,np,--,--,np,--,np,np,nn,nn,nn,np,--,np
*_SCFLD36_688401,<hkxhk>,--,hk,hh,--,kk,--,--,--,--,--,--,hh,--,--,--,hh,kk,kk,--,hk,--,hk,hk,--,--,hk,hh,--,hk,--,--,--,--,--,hk,hk,hk,--,--,--,kk,--,hk,hk,hh,hk,--,hh,hh,hk,hk,kk,--,hh,--,hk,--,--,--,--,--,hk,kk,--,--,kk,--,--,--,hk,hk,kk,--,--,--,hk,hk,--,hk,hk,--,--,hh,--,kk,--,kk,--,kk,--
*_SCFLD36_688506,<nnxnp>,--,--,np,--,nn,--,--,np,--,nn,np,nn,np,nn,nn,np,nn,nn,nn,--,--,--,--,--,np,np,np,nn,np,nn,--,--,np,np,np,--,nn,np,--,--,nn,--,nn,--,np,nn,--,np,np,nn,np,nn,np,np,--,nn,nn,--,nn,--,--,nn,nn,np,nn,nn,--,--,--,--,--,nn,--,--,--,nn,--,--,--,nn,np,--,np,--,nn,--,nn,--,nn,--
*_SCFLD36_712619,<nnxnp>,--,--,--,--,--,--,--,--,--,np,--,np,--,--,np,--,np,np,np,np,nn,--,np,--,--,--,--,np,nn,--,nn,--,--,--,--,nn,np,nn,--,--,np,--,np,--,nn,np,np,--,--,np,nn,--,nn,nn,nn,--,np,nn,np,--,nn,np,--,nn,--,np,nn,nn,nn,--,nn,np,--,--,--,np,np,nn,np,np,--,--,--,--,--,--,np,--,--,--
*_SCFLD36_712628,<nnxnp>,--,--,--,--,--,--,--,--,--,nn,--,nn,--,--,nn,--,nn,nn,nn,nn,np,--,nn,--,--,--,--,nn,np,--,np,--,--,--,--,np,nn,np,--,--,nn,--,--,--,np,nn,nn,--,--,nn,np,--,np,np,np,--,nn,np,nn,--,np,nn,--,np,--,nn,np,np,np,--,np,nn,--,--,--,nn,nn,np,nn,nn,--,--,--,--,--,--,nn,--,--,--
*_SCFLD36_712732,<hkxhk>,--,--,--,hk,kk,kk,--,--,--,--,--,hk,--,kk,--,hh,kk,kk,kk,hk,--,--,--,--,hk,--,--,hk,hk,kk,hk,--,--,--,hk,--,hk,hh,--,--,kk,--,--,hk,hh,hk,kk,--,hh,hk,--,--,hh,hh,--,--,--,hh,kk,hh,--,hk,--,--,--,kk,hk,hh,hh,--,hk,kk,--,--,--,hk,hk,--,--,--,hk,--,--,hk,kk,--,kk,--,kk,hh
*_SCFLD36_820037,<nnxnp>,--,np,nn,--,--,--,--,nn,--,np,--,--,--,np,np,nn,np,--,np,np,nn,nn,--,--,--,nn,np,np,--,--,nn,--,nn,--,--,--,--,nn,--,--,--,np,np,np,--,np,np,--,--,--,nn,np,nn,nn,--,np,--,nn,--,nn,--,np,np,--,--,--,nn,nn,nn,--,nn,np,--,--,--,--,--,--,np,--,nn,--,--,nn,np,--,np,nn,np,nn
*_SCFLD36_859740,<lmxll>,ll,--,lm,--,ll,--,--,--,--,lm,--,--,--,ll,--,lm,ll,--,ll,lm,--,--,lm,--,ll,ll,--,lm,ll,ll,ll,--,--,--,ll,ll,lm,--,--,--,--,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,--,--,ll,lm,--,--,ll,lm,ll,--,--,--,--,ll,ll,lm,lm,--,--,ll,--,--,--,lm,--,ll,--,--,ll,--,--,--,ll,--,--,--,--,--
*_SCFLD36_874617,<nnxnp>,nn,--,np,--,nn,--,--,--,--,nn,--,--,--,--,nn,--,nn,--,nn,nn,--,np,nn,--,--,np,np,--,np,--,--,nn,np,np,np,--,--,np,--,--,nn,--,--,nn,np,nn,--,--,--,nn,--,nn,np,np,--,nn,--,--,nn,np,np,--,nn,np,--,nn,--,np,np,nn,--,nn,nn,nn,--,--,nn,np,nn,--,--,--,np,--,--,--,nn,np,--,np
*_SCFLD173_2810,<nnxnp>,np,nn,np,--,np,--,nn,--,--,--,--,--,--,np,np,--,--,np,np,nn,--,nn,np,--,--,--,nn,--,nn,np,--,--,--,--,nn,np,--,--,--,--,--,np,--,nn,np,nn,nn,--,np,np,np,np,--,--,--,nn,--,nn,np,--,np,--,np,--,np,nn,--,np,nn,nn,np,np,--,--,--,--,np,np,--,--,--,--,--,nn,--,--,--,--,nn,nn
*_SCFLD173_171962,<lmxll>,--,--,--,--,--,--,--,--,--,ll,--,ll,--,ll,--,--,lm,--,ll,ll,lm,ll,ll,--,--,lm,ll,--,ll,lm,--,--,--,--,ll,lm,lm,lm,--,--,--,lm,--,ll,ll,ll,--,ll,lm,lm,lm,--,lm,--,ll,lm,--,--,ll,--,ll,--,--,ll,--,ll,lm,--,lm,lm,--,lm,--,--,ll,ll,--,--,lm,--,--,--,--,--,ll,--,ll,ll,--,lm
*_SCFLD173_705936,<lmxll>,--,--,ll,--,lm,--,--,ll,--,lm,ll,--,ll,ll,--,--,--,ll,ll,--,--,--,lm,--,--,ll,lm,lm,--,ll,ll,ll,--,--,--,--,--,ll,lm,--,lm,lm,--,--,--,--,ll,lm,--,lm,lm,lm,ll,--,lm,--,--,--,lm,--,--,ll,lm,--,lm,--,ll,--,lm,--,--,lm,--,--,lm,lm,lm,--,ll,lm,--,--,--,--,--,--,lm,--,--,ll
*_SCFLD173_794471,<lmxll>,ll,ll,lm,--,ll,--,--,lm,ll,--,lm,lm,lm,lm,lm,--,lm,lm,lm,lm,lm,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,--,--,ll,--,ll,lm,lm,--,--,--,ll,--,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,--,ll,--,--,--,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,--,--,ll,--,ll,--,--,--,lm,--,lm,ll,--,ll,--,ll,--
*_SCFLD173_794495,<lmxll>,ll,ll,lm,--,ll,--,--,lm,ll,--,lm,lm,lm,lm,lm,--,lm,--,lm,lm,lm,lm,ll,--,ll,lm,lm,ll,lm,lm,--,--,--,ll,--,ll,lm,lm,--,--,ll,ll,ll,ll,lm,--,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,--,ll,--,--,--,lm,ll,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,--,--,--,--,ll,--,ll,--,ll,--,lm,ll,--,ll,--,ll,--
*_SCFLD173_892047,<lmxll>,ll,ll,--,--,ll,--,lm,--,ll,--,lm,lm,--,lm,--,lm,lm,--,lm,--,lm,--,ll,--,ll,lm,--,ll,lm,--,lm,--,--,ll,--,--,lm,--,ll,--,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,ll,lm,lm,ll,lm,--,ll,ll,--,ll,lm,ll,--,--,lm,lm,--,ll,ll,lm,ll,--,ll,ll,ll,ll,--,lm,ll,lm,--,--,lm,ll,--,ll,lm,ll,lm
*_SCFLD173_892084,<lmxll>,--,ll,--,--,ll,--,lm,--,ll,--,--,lm,--,lm,--,lm,lm,--,lm,--,--,--,ll,--,ll,lm,--,ll,lm,--,--,--,--,ll,--,--,lm,--,--,--,ll,ll,ll,ll,lm,lm,lm,ll,--,ll,ll,--,lm,lm,ll,lm,--,ll,ll,--,ll,lm,ll,--,--,--,--,--,ll,--,lm,--,--,ll,--,ll,ll,--,lm,ll,--,--,--,--,ll,--,ll,--,ll,lm
*_SCFLD173_892097,<lmxll>,--,ll,--,--,ll,--,lm,--,ll,--,--,lm,--,lm,--,lm,lm,--,lm,--,--,--,ll,--,ll,lm,--,ll,lm,--,--,--,--,ll,--,--,lm,--,--,--,ll,ll,ll,ll,lm,lm,lm,ll,--,ll,ll,--,lm,lm,ll,lm,--,ll,ll,--,ll,lm,ll,--,--,--,--,--,ll,--,--,--,--,ll,--,ll,ll,--,lm,ll,--,--,--,--,ll,--,ll,--,--,lm
*_SCFLD173_935483,<lmxll>,--,--,lm,--,--,--,lm,lm,--,ll,--,lm,--,lm,--,--,lm,--,lm,lm,--,lm,ll,--,ll,--,ll,--,lm,--,lm,--,--,--,lm,ll,--,--,--,lm,ll,--,ll,ll,--,lm,lm,--,--,ll,--,ll,--,lm,--,--,--,--,--,--,--,lm,ll,lm,ll,lm,lm,lm,--,--,lm,ll,--,--,--,ll,--,ll,--,--,lm,--,--,lm,ll,--,ll,--,ll,lm
*_SCFLD173_935587,<lmxll>,--,ll,lm,--,ll,lm,--,--,--,--,lm,--,lm,lm,--,lm,lm,lm,--,lm,lm,lm,ll,--,ll,lm,--,ll,lm,--,lm,lm,--,ll,lm,ll,lm,--,--,--,--,ll,--,--,lm,lm,lm,--,lm,ll,ll,--,--,lm,ll,lm,ll,--,ll,lm,ll,--,--,lm,ll,--,lm,--,ll,ll,lm,ll,ll,--,--,--,ll,--,lm,ll,lm,--,--,--,ll,--,ll,lm,ll,--
*_SCFLD173_1010666,<lmxll>,--,--,lm,--,--,lm,--,lm,--,ll,lm,lm,lm,lm,lm,lm,--,--,lm,lm,lm,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,lm,--,ll,--,ll,lm,lm,--,--,--,ll,ll,--,lm,lm,--,--,--,ll,ll,ll,lm,lm,--,lm,--,ll,ll,lm,ll,lm,ll,--,--,lm,lm,lm,ll,--,lm,ll,ll,ll,--,--,--,--,--,--,--,--,lm,--,ll,lm,ll,--,ll,ll
*_SCFLD173_1011015,<lmxll>,ll,ll,lm,--,ll,--,lm,--,--,ll,--,lm,--,lm,--,--,lm,lm,--,ll,--,--,ll,--,ll,lm,ll,ll,lm,lm,lm,--,--,--,--,ll,lm,--,--,--,--,--,ll,ll,--,lm,--,--,--,ll,ll,--,--,lm,--,lm,ll,--,--,lm,--,lm,ll,--,--,lm,--,lm,--,--,--,ll,--,--,--,ll,ll,ll,--,ll,--,--,lm,--,--,--,--,--,--,lm
*_SCFLD173_1011044,<lmxll>,ll,ll,lm,--,ll,--,lm,--,--,ll,--,lm,--,lm,--,--,lm,lm,lm,ll,--,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,--,--,--,--,ll,lm,--,--,--,--,--,ll,ll,lm,lm,--,--,--,--,ll,--,--,lm,ll,lm,ll,--,--,lm,--,lm,ll,--,--,lm,--,lm,--,--,--,ll,--,ll,--,ll,ll,ll,--,ll,--,--,lm,lm,ll,--,--,lm,ll,lm
*_SCFLD173_1011047,<lmxll>,--,ll,lm,--,ll,--,lm,--,--,ll,--,lm,--,lm,--,--,lm,lm,lm,ll,--,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,--,--,--,--,ll,lm,--,--,--,--,--,ll,ll,lm,lm,--,--,--,--,ll,--,--,lm,ll,lm,ll,--,--,lm,--,lm,ll,--,ll,lm,--,lm,--,--,--,ll,--,ll,--,ll,ll,ll,--,ll,--,--,lm,lm,ll,--,--,lm,ll,lm
*_SCFLD173_1011080,<lmxll>,ll,ll,lm,--,ll,lm,lm,--,--,ll,--,lm,--,lm,--,--,lm,lm,lm,ll,--,lm,ll,--,ll,lm,ll,ll,lm,lm,lm,--,lm,--,--,ll,lm,--,--,--,ll,--,ll,ll,lm,lm,--,--,--,--,ll,ll,--,lm,ll,--,ll,--,--,lm,--,lm,ll,--,ll,lm,--,lm,--,--,lm,ll,ll,ll,--,ll,ll,ll,--,ll,--,--,lm,lm,ll,--,ll,lm,ll,--
*_SCFLD173_1018020,<lmxll>,ll,--,--,--,--,--,--,--,--,ll,--,lm,--,ll,--,lm,--,lm,--,--,lm,lm,ll,--,ll,--,ll,ll,--,--,--,--,--,--,lm,ll,--,lm,--,--,ll,--,--,ll,--,lm,lm,ll,lm,ll,ll,ll,lm,--,--,--,--,--,ll,--,ll,lm,ll,--,--,--,lm,lm,ll,--,--,ll,ll,--,--,ll,--,ll,--,--,--,--,lm,lm,ll,lm,ll,--,ll,--
