V1,V2,V3,V4,V5
*_SCFLD0_1411272,<nnxnp>,0,0,np,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD0_1411284,<hkxhk>,1,1,--,--,kk,--,--,--,--,--,--,--,--,hk,--,hk,hk,hk,--,--,hk,--,kk,hh,hk,--,kk,hk,hk,--,hk,kk,hh,hh,--,--,kk,--,kk,hk,--,--,--,--,hk,kk,hk,--,hk,--,hh,hh,hk,kk,hh,--,hk,--,--,--,hk,kk,kk,hk,--,--,--,hh,kk,hk,kk,--,kk,hh,hk,--,--,hk,hh,hh,--,kk,hk,--,hk,hk,--,--,hk,hh,hh,kk
*_SCFLD0_1710852,<lmxll>,1,1,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_1879918,<lmxll>,0,0,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_2129056,<nnxnp>,1,1,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD0_2152491,<nnxnp>,1,1,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,np,np,nn
*_SCFLD0_2286517,<lmxll>,0,0,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll
*_SCFLD0_2293262,<lmxll>,0,0,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll
*_SCFLD0_2619282,<nnxnp>,0,0,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,nn,np,np,np,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD0_2841118,<hkxhk>,1,1,--,--,hk,hh,hh,--,--,--,--,hh,hh,--,--,hk,hk,hk,--,kk,hk,hk,--,hh,hk,--,kk,--,hk,--,--,--,--,--,--,hk,--,kk,kk,hk,--,--,hk,hh,hk,--,hk,hk,hk,hh,hk,--,hk,--,hh,kk,hk,--,--,hh,--,--,kk,hk,hk,--,--,--,kk,hk,--,--,kk,hh,--,--,--,hk,hh,--,--,kk,hk,--,--,hk,--,--,--,hh,--,kk
*_SCFLD0_3051976,<hkxhk>,1,1,--,hk,hk,--,kk,--,hk,--,--,kk,--,--,--,hk,hk,--,--,hh,hk,hk,hh,kk,hk,--,hh,--,hk,--,hk,--,kk,--,hk,--,hh,--,hh,--,--,--,hk,kk,hk,hh,--,--,hk,--,--,--,--,--,kk,hh,--,hk,--,--,hk,hh,hh,hk,--,hk,--,kk,--,hk,hh,hk,hk,kk,kk,hk,--,--,kk,--,hk,--,--,--,--,hk,kk,--,hk,kk,--,--
*_SCFLD0_3087651,<hkxhk>,1,1,kk,hk,--,--,hh,--,--,--,--,--,--,hk,--,--,--,hk,--,--,--,hk,kk,hh,hk,--,kk,hk,hk,hk,hk,kk,hh,--,--,hk,kk,kk,kk,hk,hk,hk,hk,hh,hk,--,hk,--,--,hh,--,hh,--,kk,--,kk,--,--,--,hh,--,--,--,hk,hk,hk,--,hh,--,--,kk,--,hk,hh,hh,--,hk,hk,hh,hh,hk,--,hk,--,--,hk,hh,--,hk,hh,hh,--
*_SCFLD0_3238542,<hkxhk>,1,1,--,hh,--,--,hk,--,kk,--,--,hk,--,--,--,hh,--,hh,hh,--,kk,--,hk,hk,hh,--,--,hh,kk,kk,hh,--,hk,--,--,kk,hk,hk,--,--,--,--,hh,hk,hh,hk,hh,hk,--,--,hh,hk,kk,hk,hk,--,--,kk,--,--,kk,--,--,hh,--,hh,hk,hk,hk,hh,hk,--,--,hk,--,--,--,--,hk,--,hh,--,kk,--,kk,--,--,--,hh,hk,hk,--
*_SCFLD0_3238566,<nnxnp>,1,1,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD0_3302889,<nnxnp>,1,1,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np
*_SCFLD0_3883323,<lmxll>,0,0,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll
*_SCFLD0_4360879,<hkxhk>,0,0,--,--,--,--,hh,--,hk,hk,--,hh,hh,hk,--,--,hk,--,hk,--,hk,hk,--,hk,hk,--,--,hk,--,hk,hk,--,--,--,--,--,kk,kk,kk,--,--,--,--,hh,hk,kk,--,kk,hk,hh,hk,hh,hk,kk,hh,--,--,--,hk,--,hk,--,kk,hk,hk,hk,kk,hh,--,hk,kk,--,hk,hh,--,--,--,--,hh,hh,hk,--,hk,--,hk,hk,hh,--,hk,hh,hh,kk
*_SCFLD0_4372446,<hkxhk>,0,0,hh,--,hk,--,kk,--,hk,hk,--,kk,--,hk,hh,hk,--,hk,hk,hh,hk,--,--,hk,--,--,hh,hk,hk,hk,hk,--,--,kk,hk,--,--,hh,--,hk,--,--,hk,kk,hk,hh,hk,hh,--,--,hk,kk,hk,hh,kk,hh,kk,--,--,kk,hk,hh,hh,hk,hk,hk,hh,kk,hh,hk,hh,hk,--,kk,--,--,--,hk,--,kk,--,--,--,--,hk,hk,--,--,hk,kk,kk,hh
*_SCFLD0_4565014,<lmxll>,0,0,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_4596289,<lmxll>,1,1,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll
*_SCFLD0_4990115,<nnxnp>,0,0,np,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD0_5017786,<lmxll>,0,0,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_5200341,<lmxll>,1,1,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_5243591,<lmxll>,0,0,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_5591804,<hkxhk>,0,0,--,hk,hk,--,--,--,hk,--,--,--,--,--,--,hk,--,hk,--,hh,hk,--,--,hk,--,--,hh,hk,hh,--,--,--,--,--,hk,hk,hh,--,--,--,--,--,hk,kk,hk,--,--,hh,--,kk,--,kk,--,hh,kk,hh,hk,hh,--,--,hk,--,--,hk,hk,--,--,--,hh,hk,hh,--,--,kk,kk,--,--,hk,--,kk,--,--,hk,--,hk,hh,--,--,hk,--,--,hh
*_SCFLD0_6012620,<lmxll>,1,1,ll,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll
*_SCFLD0_6054816,<lmxll>,1,1,lm,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm
*_SCFLD0_6153759,<hkxhk>,1,1,--,--,kk,--,hk,--,--,kk,--,hk,--,--,--,hh,--,--,hh,hk,kk,kk,--,--,hh,--,hk,hh,hk,kk,hh,hk,--,--,--,--,hk,--,hk,kk,--,--,hh,hk,--,hk,hh,hk,hh,hk,hh,hk,--,hk,hk,hk,hh,--,--,kk,kk,--,hk,--,hh,hh,hk,kk,--,hh,--,--,--,hk,--,--,--,--,hk,hk,--,--,kk,--,hk,hk,hk,--,hh,hk,hk,hk
*_SCFLD16_0192118,<lmxll>,1,1,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,lm,ll,ll,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,ll,lm,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,ll,lm,ll,lm,ll
*_SCFLD16_0259145,<nnxnp>,0,0,nn,nn,nn,np,np,nn,np,np,nn,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn
*_SCFLD16_0259172,<hkxhk>,1,1,--,--,kk,--,hh,--,hh,--,hk,--,hh,--,--,hk,--,--,kk,--,hh,hh,hh,hh,hk,--,hk,--,hk,hk,kk,--,--,--,hh,--,kk,--,--,--,--,--,kk,hk,hk,--,hk,hh,--,--,hh,hk,hk,--,hh,kk,hh,--,--,--,hh,--,hk,kk,hk,hk,hh,hk,--,--,--,--,hk,hh,--,--,--,--,--,hk,--,hh,kk,--,hh,hk,--,--,kk,hh,--,--
*_SCFLD16_0296656,<nnxnp>,1,1,np,np,np,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,nn,np,np,np,nn,nn,np
*_SCFLD16_0328657,<lmxll>,1,1,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0426772,<lmxll>,1,1,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0446903,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0464234,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0481678,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0506989,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0533445,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
*_SCFLD16_0603008,<lmxll>,0,0,ll,ll,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,ll,lm,lm,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,lm,lm,lm,ll,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,lm,ll,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,lm,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,lm,ll,lm,ll,lm
