V1,V2,V3,V4,V5
*_SCFLD22_0205023,<nnxnp>,0,0,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,nn,np,nn,nn,np,np,nn
*_SCFLD22_0278298,<hkxhk>,1,1,--,hk,hk,--,hk,hh,kk,hk,--,--,--,--,--,--,--,hh,--,hh,hk,kk,hh,hk,kk,--,hk,kk,hh,--,hh,--,--,--,--,hk,hh,hk,hh,hk,hh,--,hk,--,kk,hh,hk,hk,kk,hk,--,hk,hh,kk,hk,hk,hh,--,--,hk,--,hk,hh,kk,hk,hh,kk,kk,--,hk,hk,--,hh,kk,--,--,hk,hk,hk,kk,--,--,kk,--,hk,hk,kk,--,hh,hk,--,hh
*_SCFLD22_0310077,<nnxnp>,0,0,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD22_0565318,<lmxll>,0,0,ll,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,lm,lm,lm,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,lm,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,lm,lm,ll,ll,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,lm
*_SCFLD22_0723824,<hkxhk>,1,1,--,kk,--,--,hh,--,hk,kk,--,hh,--,--,--,kk,kk,hk,kk,hk,kk,hk,hk,kk,--,--,--,--,--,hh,hk,kk,kk,--,hk,hh,--,hh,hk,kk,--,--,kk,--,hk,hk,--,kk,hk,kk,hk,hh,hk,kk,kk,hh,hk,--,kk,hh,--,kk,hk,hk,kk,--,hk,hk,--,hh,kk,kk,hk,hk,kk,hk,--,kk,hh,hk,hk,--,hk,hh,--,hh,hk,--,hk,--,kk,--
*_SCFLD22_0723887,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD22_0766428,<lmxll>,1,1,lm,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,ll,ll,ll,ll,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,ll,ll,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,ll,ll,lm,lm,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,ll
*_SCFLD32_0093045,<nnxnp>,1,1,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn
*_SCFLD32_0125129,<hkxhk>,0,0,--,kk,hk,--,hk,--,--,--,--,--,--,hh,--,hk,hk,--,hk,hh,--,--,hh,hk,--,hk,--,kk,hh,--,hh,--,--,--,--,--,hh,hk,--,--,--,--,hk,--,kk,hh,hk,hk,kk,kk,kk,hk,hh,--,--,hk,hh,hk,--,--,hk,kk,--,kk,--,hh,kk,kk,--,hk,--,hk,hh,kk,--,--,--,kk,--,kk,kk,kk,--,--,hk,hk,--,--,hh,--,hk,--
*_SCFLD32_0125146,<nnxnp>,0,0,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,np,nn,np,nn,np,nn,nn,np,np,nn
*_SCFLD32_0145458,<hkxhk>,1,1,--,--,--,--,hk,hh,kk,--,--,--,hh,--,--,hk,--,hh,hk,--,hk,--,hh,hk,kk,--,hk,kk,--,--,hh,hk,hk,--,--,hk,hh,hk,--,hk,--,--,hk,--,kk,hh,hk,hk,kk,kk,kk,hk,hh,hk,hk,hk,hh,--,hk,hk,hk,kk,hh,kk,hk,hh,--,kk,--,hk,--,hk,--,kk,--,--,--,kk,hk,--,kk,--,kk,--,hk,--,--,--,hh,hk,hk,--
*_SCFLD32_0271677,<hkxhk>,1,1,kk,--,hk,--,hk,--,--,--,--,hk,hh,hh,--,hk,hk,hh,--,--,hk,--,--,hk,--,--,hk,kk,hh,--,--,--,hk,--,--,--,hh,hk,--,hk,--,--,hk,hk,kk,hh,--,hk,kk,--,kk,hk,hh,hk,hk,hk,--,hk,--,hk,hk,kk,hh,kk,hk,hh,kk,kk,kk,--,hk,--,hh,kk,--,kk,--,kk,hk,kk,--,--,kk,--,--,hk,kk,--,hh,hk,hk,--
*_SCFLD32_0296031,<hkxhk>,1,1,--,kk,--,--,hk,--,kk,hk,--,hk,--,hh,--,hk,--,hh,hk,hh,hk,kk,hh,hk,kk,--,hk,--,hh,hk,hh,hk,--,--,kk,hk,hh,--,hh,--,hh,--,hk,hk,kk,hh,--,hk,kk,kk,--,hk,hh,hk,hk,hk,hh,hk,hk,--,hk,--,hh,kk,hk,hh,--,kk,kk,hk,hk,hk,hh,kk,hh,--,--,kk,hk,kk,--,kk,kk,--,hk,hk,kk,hk,hk,hk,hk,hh
*_SCFLD32_0360479,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD32_0360486,<hkxhk>,1,1,--,hk,kk,--,kk,--,hk,hh,--,kk,--,--,--,hh,--,hk,--,hk,hh,--,hk,--,hk,--,--,hk,--,--,--,--,hh,--,hk,--,hk,kk,hk,hh,--,--,hh,hk,--,--,--,--,hk,hk,hk,kk,hk,hh,hh,kk,hk,--,hh,--,--,--,--,hk,hh,hk,--,hk,hk,--,hh,--,hk,hk,hk,--,--,hk,--,--,--,--,--,--,--,--,hk,--,hk,hh,hh,hk
*_SCFLD32_0566509,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD32_0642004,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD34_0324078,<hkxhk>,0,0,--,hh,hk,hk,--,hk,hh,--,--,hk,hk,hk,--,kk,--,--,hk,--,hk,--,hk,hk,hk,--,hh,kk,hk,hh,kk,kk,--,--,--,--,kk,hk,--,hk,--,--,hk,hk,kk,--,--,hh,hk,--,hk,hk,kk,--,--,--,kk,kk,--,--,hk,hh,hk,hh,--,--,hk,hh,hk,--,kk,kk,--,hk,hk,--,--,hk,--,hk,--,--,hk,--,hk,kk,kk,--,hk,hk,--,--
*_SCFLD58_0147686,<hkxhk>,1,1,kk,--,hk,--,hk,--,kk,--,--,hk,--,hh,--,--,--,--,hk,hh,--,--,--,--,kk,--,hk,--,--,hk,hh,hk,hk,hk,--,--,--,--,hh,hk,--,--,hk,hk,kk,hh,hk,hk,--,kk,kk,hk,hh,--,--,--,--,--,--,--,--,--,--,kk,hk,hh,kk,kk,--,--,hk,hk,--,kk,hh,--,--,--,--,--,kk,--,--,--,--,hk,--,--,hh,--,--,hh
*_SCFLD58_0147762,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD58_0239997,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD58_0276134,<nnxnp>,0,0,np,np,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,nn,np,nn,np,nn,nn,np,np,nn
*_SCFLD58_0294164,<nnxnp>,0,0,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD58_0437098,<hkxhk>,0,0,--,--,hh,--,hh,--,hk,--,--,hh,hk,hk,--,kk,--,hk,--,hk,--,hk,--,kk,hk,--,hh,--,hk,--,hk,--,--,--,hk,hh,hk,--,hk,kk,--,--,kk,kk,hk,hk,hh,kk,--,kk,hk,hh,hk,kk,kk,hh,--,--,--,hh,--,hk,hk,hk,kk,hk,hk,--,--,hh,kk,kk,hk,hk,hk,hk,--,hk,--,--,hk,hk,hk,--,--,--,--,hh,hk,kk,kk,--
*_SCFLD58_0549752,<nnxnp>,0,0,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD58_0618701,<lmxll>,0,0,--,--,--,--,ll,--,ll,lm,--,ll,--,--,--,lm,--,lm,lm,lm,--,--,--,lm,ll,--,ll,ll,lm,ll,--,lm,lm,--,ll,--,lm,ll,lm,--,--,--,lm,lm,--,--,ll,lm,lm,--,--,ll,lm,lm,lm,ll,--,lm,--,--,lm,ll,--,ll,lm,lm,ll,ll,--,ll,--,lm,lm,ll,--,--,--,ll,--,--,ll,--,--,--,--,--,ll,ll,--,lm,lm,lm
*_SCFLD58_0619083,<nnxnp>,0,0,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD73_0007249,<nnxnp>,1,1,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np
*_SCFLD73_0007297,<lmxll>,0,0,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll
*_SCFLD73_0020166,<hkxhk>,0,0,--,hh,kk,--,hk,--,hh,--,--,--,--,--,--,hk,--,kk,--,hk,hh,--,hk,--,hk,--,kk,hk,--,kk,kk,--,--,--,hk,kk,hk,--,hk,hh,--,--,hk,hk,hk,--,hk,hh,--,--,hk,hk,hk,hk,hh,hh,kk,--,--,--,--,--,kk,hk,hh,--,--,--,--,--,--,--,--,hh,--,--,--,--,--,--,hk,--,hh,--,hh,--,kk,kk,kk,hk,hk,--
*_SCFLD73_0160911,<nnxnp>,1,1,np,np,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,np,np,np,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,np,np,nn
*_SCFLD73_0325041,<lmxll>,0,0,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm
*_SCFLD73_0380043,<nnxnp>,1,1,np,np,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,np,np,np,nn,np,np,np,np,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,nn,np,nn,nn,nn,nn,np,np,nn
*_SCFLD73_0380126,<lmxll>,0,0,lm,ll,lm,lm,ll,lm,ll,ll,lm,lm,ll,ll,ll,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,lm,lm,ll,lm,ll,ll,lm,lm,lm,lm,lm,ll,lm,ll,lm,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,lm,lm,ll,lm,ll,ll,ll,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,lm,lm,lm,ll
*_SCFLD73_0398040,<lmxll>,1,0,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm
*_SCFLD73_0413122,<nnxnp>,1,1,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,np,nn,nn,np,nn,np,nn,np,np,np,np,nn,nn,np
*_SCFLD73_0413175,<lmxll>,1,1,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm
*_SCFLD73_0427919,<lmxll>,0,0,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm
*_SCFLD73_0440412,<lmxll>,0,0,ll,lm,ll,ll,lm,ll,lm,lm,ll,ll,lm,lm,lm,ll,lm,ll,lm,lm,lm,lm,lm,lm,ll,lm,ll,ll,ll,ll,ll,ll,lm,ll,ll,ll,lm,ll,lm,lm,ll,ll,ll,ll,ll,lm,ll,lm,ll,lm,ll,lm,lm,ll,lm,lm,ll,ll,lm,ll,ll,lm,ll,ll,lm,lm,ll,lm,ll,ll,lm,ll,lm,lm,lm,ll,lm,lm,lm,ll,ll,ll,lm,lm,lm,ll,ll,ll,ll,ll,ll,lm
*_SCFLD73_0626242,<hkxhk>,0,0,kk,--,hk,--,hh,--,hk,hk,--,hk,--,hh,--,kk,--,--,hk,hh,hk,hk,hh,hk,--,--,hk,--,kk,--,--,hk,hk,--,--,hk,hh,hk,--,hk,--,--,kk,--,--,hh,kk,hk,--,hk,--,hh,hh,kk,hk,hk,--,--,--,--,kk,--,hk,--,hk,--,hk,hk,kk,--,hk,--,hh,hk,--,--,--,hh,--,--,kk,hk,hk,--,hk,--,--,hk,hk,kk,kk,hh
*_SCFLD89_0005723,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
*_SCFLD89_0035691,<nnxnp>,1,1,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,np,np,nn,nn,np
