V1,V2,V3
*_SCFLD167_30749,<nnxnp>,np,--,--,--,np,--,--,--,--,--,--,--,--,--,--,np,np,np,nn,--,np,--,--,--,np,nn,np,--,np,nn,nn,--,--,np,--,np,np,--,--,--,--,nn,--,np,np,np,--,nn,nn,nn,nn,nn,np,--,nn,--,--,--,np,--,np,np,np,nn,--,nn,np,nn,nn,--,np,np,--,--,--,np,np,--,np,--,--,--,--,--,np,--,np,np,nn,np
*_SCFLD167_65448,<lmxll>,--,ll,lm,--,ll,--,--,lm,--,lm,--,--,--,ll,ll,--,ll,ll,lm,--,--,ll,--,--,lm,lm,--,--,lm,--,ll,--,ll,--,--,--,--,lm,--,--,lm,--,ll,--,--,lm,ll,--,--,ll,ll,--,ll,--,ll,--,--,lm,lm,lm,--,--,--,--,ll,ll,--,--,ll,ll,--,ll,--,--,--,--,lm,ll,--,--,ll,lm,lm,--,--,--,ll,--,lm,lm
*_SCFLD171_203628,<hkxhk>,--,--,hk,--,--,--,kk,--,--,hk,--,kk,--,hk,--,hh,hk,hk,hk,--,--,--,hh,--,--,--,hh,--,--,--,kk,--,--,--,hk,hh,hk,hh,--,--,hk,--,--,--,hh,hh,kk,hk,kk,--,--,hk,hk,kk,kk,hk,--,--,hh,--,--,hh,hk,kk,hk,kk,--,hk,--,--,--,hk,hh,kk,--,hh,hh,hk,hh,hk,--,--,--,--,--,--,hk,hk,hk,hh
*_SCFLD171_203665,<nnxnp>,--,--,nn,--,--,--,nn,--,--,nn,nn,nn,--,np,--,np,np,np,nn,np,--,np,np,--,--,nn,np,--,--,--,nn,--,--,--,nn,np,np,np,--,--,nn,--,--,np,np,np,nn,nn,nn,--,--,nn,np,nn,nn,np,--,np,np,np,np,np,np,nn,nn,nn,np,nn,nn,--,np,np,np,nn,--,np,np,np,np,nn,np,--,--,--,--,--,np,nn,nn,np
*_SCFLD171_203666,<hkxhk>,--,--,hk,--,--,--,kk,--,--,hk,hk,kk,--,hk,--,hh,hk,hk,hk,hh,hh,hh,hh,--,--,hk,hh,--,--,--,kk,--,--,--,hk,hh,hk,hh,hh,--,hk,--,--,hk,hh,hh,kk,hk,kk,--,--,hk,hk,kk,kk,hk,--,hh,hh,hh,hh,hh,hk,kk,hk,kk,hk,hk,kk,--,hh,hk,hh,kk,--,hh,hh,hk,hh,hk,hk,--,--,--,--,--,hk,hk,hk,hh
*_SCFLD175_42784,<hkxhk>,--,--,--,--,--,--,hk,hk,--,hk,--,--,--,hk,--,hh,hk,--,--,--,--,hk,kk,--,--,kk,hk,--,--,--,hh,--,--,--,--,hk,hh,hk,--,--,hk,hh,--,--,--,--,hk,--,hh,--,hh,hk,--,hk,--,hh,--,--,hk,kk,hk,hk,kk,hk,hh,--,--,--,hh,--,--,kk,--,hk,--,hk,kk,--,kk,--,--,--,hk,--,hk,--,hk,hh,--,hk
*_SCFLD175_89199,<lmxll>,--,ll,ll,--,--,--,--,--,--,ll,--,lm,--,lm,--,lm,lm,--,--,lm,lm,--,--,--,lm,ll,lm,lm,--,--,--,lm,--,--,lm,lm,lm,ll,--,ll,ll,--,--,ll,lm,lm,ll,lm,--,lm,lm,ll,--,ll,ll,lm,lm,--,lm,ll,lm,lm,--,ll,lm,ll,--,--,lm,lm,lm,ll,ll,--,--,lm,ll,--,--,lm,lm,--,lm,ll,--,ll,lm,--,ll,lm
*_SCFLD175_221634,<lmxll>,ll,ll,ll,--,--,--,lm,--,--,ll,--,lm,--,ll,--,lm,--,lm,ll,lm,--,--,ll,--,--,ll,lm,--,ll,lm,--,--,--,ll,--,--,lm,ll,--,--,ll,lm,--,--,lm,lm,ll,lm,--,lm,--,ll,ll,ll,ll,lm,lm,ll,lm,--,lm,--,ll,ll,lm,ll,lm,lm,--,--,lm,ll,--,--,--,--,ll,lm,ll,--,lm,--,lm,ll,lm,--,lm,lm,ll,lm
*_SCFLD175_345593,<nnxnp>,--,--,--,--,--,--,--,--,--,np,np,--,--,nn,--,np,nn,nn,np,nn,nn,nn,--,--,np,nn,--,nn,np,np,--,--,nn,--,np,nn,np,np,--,--,np,--,nn,nn,nn,np,np,np,--,np,np,--,--,--,nn,np,--,nn,nn,nn,nn,--,nn,--,--,np,np,--,np,--,np,nn,nn,--,--,nn,--,np,--,np,nn,--,nn,--,nn,--,--,--,nn,--
*_SCFLD244_70392,<hkxhk>,--,--,hh,--,kk,--,hk,--,--,hk,--,--,--,kk,--,--,--,--,hh,hk,hk,--,hk,--,hh,--,hk,kk,--,hh,hk,--,hh,hk,hh,hk,hk,hh,--,--,hh,hk,kk,--,hk,hh,--,--,hk,hk,--,hh,kk,--,kk,--,--,hk,hk,--,--,--,--,hk,hh,hk,--,hh,hk,hk,--,kk,--,--,hk,--,hk,hk,hh,--,--,--,hk,kk,hk,--,kk,hh,kk,hh
*_SCFLD244_70398,<nnxnp>,--,--,nn,--,np,--,nn,--,--,nn,--,--,--,np,--,--,--,--,nn,np,np,--,np,--,nn,--,np,np,--,nn,nn,--,nn,np,nn,np,nn,nn,--,--,nn,nn,np,--,np,nn,nn,--,nn,nn,--,nn,np,--,np,--,--,np,np,--,--,--,--,nn,nn,nn,--,nn,nn,nn,--,--,--,--,np,--,np,nn,nn,--,--,--,np,np,np,--,np,nn,np,nn
*_SCFLD244_70427,<hkxhk>,--,--,hh,--,kk,--,hk,--,--,hk,--,--,--,kk,--,--,--,--,hh,hk,hk,--,hk,--,hh,--,hk,kk,--,hh,hk,--,--,hk,hh,hk,hk,hh,--,--,hh,hk,--,--,hk,hh,hk,--,hk,hk,--,hh,kk,--,kk,--,--,hk,hk,--,--,--,--,hk,hh,hk,--,hh,--,--,--,kk,--,--,hk,--,hk,hk,--,--,--,--,hk,--,hk,--,kk,hh,kk,hh
*_SCFLD244_82226,<nnxnp>,--,--,--,--,np,--,nn,np,--,nn,--,--,--,np,np,--,--,np,--,--,np,np,np,--,--,np,np,np,nn,--,nn,--,nn,--,--,--,nn,--,--,--,nn,--,--,np,--,--,nn,--,--,nn,--,nn,np,nn,np,nn,--,np,--,--,np,np,--,--,--,nn,np,--,nn,--,np,np,--,--,--,np,np,--,np,nn,--,--,np,--,np,--,np,--,--,--
*_SCFLD244_82255,<nnxnp>,--,--,nn,--,np,--,nn,np,--,nn,nn,--,np,np,np,--,--,np,--,--,np,np,np,--,nn,np,np,np,nn,--,nn,--,nn,--,--,--,nn,--,np,np,nn,nn,--,np,--,--,nn,--,--,nn,nn,nn,np,nn,np,nn,--,np,--,--,np,np,--,nn,--,nn,np,nn,nn,--,--,np,nn,--,--,np,np,--,np,nn,--,--,np,--,np,--,np,nn,--,--
*_SCFLD244_82266,<lmxll>,--,--,ll,--,lm,--,lm,ll,--,lm,ll,--,lm,lm,lm,--,--,lm,--,--,ll,ll,ll,--,ll,lm,ll,ll,lm,--,lm,--,ll,ll,--,--,lm,--,--,ll,ll,lm,--,lm,--,--,lm,--,lm,lm,lm,ll,lm,lm,lm,ll,--,ll,--,--,ll,ll,--,lm,--,lm,lm,ll,lm,--,ll,lm,ll,--,--,ll,ll,--,ll,ll,ll,--,ll,--,ll,--,lm,ll,--,--
*_SCFLD244_101802,<nnxnp>,--,--,np,--,--,--,--,nn,--,--,np,--,--,nn,--,nn,nn,nn,np,nn,--,nn,--,--,--,nn,--,nn,np,np,np,--,np,--,np,--,np,--,--,--,--,--,nn,nn,--,np,np,--,np,np,np,--,nn,np,--,--,--,--,nn,nn,nn,nn,--,np,np,np,nn,np,--,np,--,nn,--,--,--,--,--,np,--,--,--,--,nn,--,nn,--,nn,--,nn,nn
*_SCFLD244_101904,<nnxnp>,--,--,np,--,nn,--,np,--,--,np,np,np,--,nn,--,--,nn,--,np,--,nn,--,nn,--,--,--,nn,nn,--,--,--,--,--,--,np,nn,nn,--,--,--,np,np,--,--,nn,np,np,np,--,np,--,np,--,np,nn,--,--,--,nn,nn,nn,nn,--,np,--,np,nn,np,--,nn,nn,--,nn,np,nn,nn,nn,--,nn,--,nn,--,--,nn,--,--,nn,np,nn,nn
*_SCFLD244_101934,<lmxll>,--,--,ll,--,lm,--,lm,ll,--,lm,ll,lm,--,lm,--,ll,lm,lm,ll,--,ll,ll,ll,--,--,--,ll,lm,lm,--,--,--,--,--,ll,ll,lm,ll,--,--,ll,lm,--,--,ll,ll,lm,ll,--,lm,lm,ll,--,lm,--,ll,ll,--,ll,ll,ll,ll,lm,lm,--,lm,lm,ll,--,--,ll,--,ll,lm,ll,ll,--,--,ll,--,ll,--,--,lm,--,--,lm,ll,lm,ll
*_SCFLD244_117107,<lmxll>,lm,lm,--,--,--,--,lm,ll,--,lm,ll,lm,--,--,--,--,lm,--,--,ll,--,ll,ll,--,--,lm,ll,lm,--,--,--,--,ll,--,--,ll,lm,--,--,--,ll,lm,lm,--,ll,ll,--,--,lm,lm,lm,ll,--,--,lm,ll,--,--,--,ll,--,ll,--,lm,--,lm,--,ll,--,--,ll,lm,--,--,--,ll,--,--,--,--,--,--,--,lm,ll,ll,--,ll,lm,--
*_SCFLD244_167067,<nnxnp>,--,--,nn,--,np,--,--,--,--,nn,--,nn,--,--,--,np,np,--,nn,--,np,--,np,--,nn,np,np,np,nn,nn,--,nn,--,--,nn,np,nn,--,--,--,nn,nn,np,np,np,nn,nn,nn,--,nn,nn,nn,np,nn,np,nn,--,--,np,np,np,np,--,--,nn,nn,np,nn,--,--,np,np,np,--,np,np,--,--,--,nn,np,--,np,np,--,--,np,--,np,np
*_SCFLD244_399995,<nnxnp>,nn,--,np,--,--,--,np,--,--,np,np,np,--,nn,--,--,nn,nn,np,--,nn,nn,--,--,np,nn,nn,nn,np,np,--,--,--,--,--,--,np,nn,--,--,--,np,nn,nn,--,np,np,np,np,np,np,--,nn,np,--,--,--,--,--,nn,nn,--,nn,np,--,np,nn,np,--,--,nn,nn,nn,--,--,--,--,np,--,np,nn,--,nn,nn,nn,--,nn,np,--,--
*_SCFLD245_33377,<lmxll>,--,--,lm,--,ll,--,ll,lm,--,ll,--,ll,--,ll,--,lm,ll,--,lm,--,--,lm,--,--,--,ll,lm,ll,ll,lm,--,--,--,--,lm,lm,--,lm,--,--,lm,ll,--,--,--,lm,ll,--,ll,ll,ll,lm,ll,ll,ll,lm,lm,--,lm,lm,--,lm,--,ll,lm,--,ll,lm,--,ll,lm,ll,lm,--,--,lm,--,ll,--,--,--,--,lm,--,lm,--,--,--,ll,lm
*_SCFLD245_33395,<lmxll>,--,--,lm,--,ll,--,ll,--,--,ll,--,ll,--,ll,--,lm,ll,--,lm,--,--,lm,--,--,--,ll,lm,--,ll,--,ll,--,--,--,--,lm,--,lm,--,--,lm,ll,--,--,--,lm,ll,--,ll,ll,ll,lm,ll,ll,ll,lm,lm,--,lm,--,--,lm,--,ll,lm,--,ll,lm,--,ll,lm,ll,lm,--,--,lm,--,ll,--,--,--,--,lm,--,lm,--,--,--,ll,--
*_SCFLD245_33457,<lmxll>,--,--,lm,--,ll,--,--,lm,--,--,lm,--,--,ll,ll,--,ll,ll,--,lm,lm,lm,lm,--,--,ll,--,--,ll,lm,ll,--,--,--,lm,--,ll,--,--,--,--,ll,ll,ll,lm,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,lm,--,lm,lm,lm,lm,--,--,lm,ll,ll,lm,--,--,lm,ll,lm,--,--,lm,lm,ll,lm,--,lm,--,--,ll,--,--,ll,--,ll,--
*_SCFLD245_33471,<lmxll>,--,--,lm,--,ll,--,--,lm,--,--,lm,--,--,ll,ll,lm,ll,ll,--,lm,lm,lm,lm,--,--,ll,--,--,ll,lm,ll,--,--,--,lm,--,ll,--,--,--,--,ll,ll,ll,lm,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,lm,--,lm,lm,lm,lm,--,--,lm,ll,ll,lm,--,--,lm,ll,lm,--,--,lm,lm,ll,lm,--,lm,--,--,ll,--,--,ll,--,ll,--
*_SCFLD245_33474,<lmxll>,--,--,lm,--,ll,--,--,lm,--,--,lm,--,--,ll,ll,lm,ll,ll,--,lm,lm,lm,lm,--,--,ll,--,--,ll,lm,ll,--,--,--,lm,--,ll,--,--,--,--,ll,ll,ll,lm,lm,ll,--,--,ll,ll,lm,ll,ll,ll,--,lm,--,lm,lm,lm,lm,--,--,lm,ll,ll,lm,--,--,lm,ll,lm,--,--,lm,lm,ll,lm,--,lm,--,--,ll,--,--,ll,--,ll,--
*_SCFLD245_68340,<lmxll>,--,--,--,--,--,ll,ll,lm,lm,ll,--,ll,--,ll,--,lm,ll,ll,lm,lm,--,lm,lm,--,--,ll,--,ll,ll,lm,ll,--,--,lm,--,lm,ll,lm,--,--,--,--,ll,ll,lm,lm,ll,--,ll,ll,ll,lm,--,--,ll,lm,lm,lm,--,lm,lm,lm,--,ll,--,ll,--,lm,--,--,lm,ll,lm,--,--,lm,lm,--,lm,--,--,--,--,ll,lm,lm,ll,--,ll,--
*_SCFLD245_68472,<nnxnp>,--,nn,nn,--,np,--,nn,np,np,nn,nn,nn,--,np,np,--,np,np,nn,np,np,--,--,--,--,--,np,np,nn,--,nn,--,nn,np,nn,np,--,--,--,--,nn,nn,--,np,np,nn,nn,nn,nn,nn,nn,--,--,nn,np,nn,--,--,np,np,np,--,np,nn,nn,nn,--,nn,nn,--,--,np,np,--,--,--,np,--,np,--,np,--,np,--,--,np,np,--,--,--
*_SCFLD245_280846,<lmxll>,--,ll,lm,--,ll,--,ll,lm,--,ll,--,ll,--,ll,--,--,ll,ll,lm,lm,--,lm,lm,--,lm,ll,--,ll,ll,lm,--,--,lm,--,lm,lm,ll,lm,--,--,lm,ll,ll,ll,--,lm,ll,lm,ll,ll,ll,lm,--,ll,--,lm,--,--,lm,lm,lm,lm,--,ll,lm,--,ll,lm,ll,--,--,ll,lm,--,--,lm,--,ll,--,lm,lm,lm,--,ll,lm,--,ll,--,lm,lm
*_SCFLD359_55808,<lmxll>,--,lm,lm,--,--,--,ll,--,ll,--,ll,ll,--,ll,--,--,ll,--,lm,ll,ll,ll,lm,--,ll,lm,ll,ll,--,--,--,--,ll,--,ll,--,--,lm,--,--,lm,ll,--,--,ll,ll,lm,ll,--,ll,ll,lm,lm,--,lm,ll,--,--,--,lm,ll,ll,lm,lm,ll,--,--,--,ll,--,ll,lm,ll,--,--,--,lm,ll,--,--,ll,--,lm,lm,--,--,--,ll,lm,ll
*_SCFLD359_55817,<nnxnp>,--,nn,nn,--,--,--,np,--,--,--,nn,nn,--,np,--,--,np,--,nn,np,--,np,np,--,nn,np,np,np,--,--,--,--,np,--,nn,--,nn,nn,--,--,nn,nn,--,--,np,nn,nn,nn,--,nn,nn,nn,np,--,np,nn,--,--,--,np,np,np,np,nn,nn,--,--,--,nn,--,nn,np,np,--,--,--,np,nn,--,--,np,--,np,np,np,--,--,nn,np,np
*_SCFLD359_80920,<nnxnp>,--,nn,--,--,np,--,np,np,--,nn,--,--,--,np,--,--,np,--,nn,--,np,--,np,--,nn,np,np,np,nn,nn,--,--,--,--,nn,np,nn,nn,--,--,nn,nn,np,np,np,nn,--,--,nn,nn,--,nn,--,--,--,nn,--,--,--,--,--,--,--,nn,nn,--,--,--,nn,nn,nn,--,--,nn,--,np,np,nn,np,--,np,--,np,np,--,np,np,nn,np,--
*_SCFLD359_80928,<nnxnp>,--,nn,--,--,np,--,np,np,--,nn,--,--,--,np,--,--,np,--,nn,--,np,--,np,--,nn,--,np,np,nn,nn,--,--,--,--,nn,np,nn,nn,--,--,nn,nn,np,np,np,nn,--,--,nn,--,--,nn,--,--,np,nn,--,--,--,--,--,--,--,nn,nn,--,--,--,nn,nn,nn,--,--,nn,--,np,np,nn,np,--,np,--,np,--,--,--,np,nn,np,--
*_SCFLD359_93207,<lmxll>,--,ll,ll,--,lm,--,--,--,lm,ll,--,lm,ll,lm,--,lm,lm,lm,ll,--,lm,lm,--,--,lm,ll,--,lm,ll,lm,--,--,lm,--,lm,lm,--,ll,--,--,ll,--,ll,ll,lm,lm,ll,--,lm,lm,lm,--,ll,--,ll,--,--,--,lm,ll,--,lm,ll,ll,lm,--,--,lm,lm,--,--,ll,--,--,--,--,ll,--,--,lm,lm,--,lm,--,lm,--,lm,lm,ll,lm
*_SCFLD359_103158,<nnxnp>,nn,--,--,--,--,np,nn,--,--,np,np,--,--,nn,--,--,nn,nn,np,--,nn,nn,nn,--,np,--,--,--,np,--,np,--,--,--,np,nn,np,--,--,--,np,--,--,--,nn,--,--,--,--,np,np,--,--,np,--,--,--,nn,--,nn,nn,--,nn,--,--,np,np,--,np,np,np,nn,--,np,--,--,nn,--,--,np,--,--,nn,nn,nn,--,nn,np,--,nn
*_SCFLD359_103182,<nnxnp>,nn,np,--,--,--,np,nn,--,--,np,np,--,--,nn,--,--,nn,nn,np,--,nn,nn,nn,--,np,--,--,--,np,np,np,--,--,--,np,nn,np,--,--,--,np,--,--,--,nn,np,--,--,--,np,np,--,--,np,--,np,--,nn,--,nn,nn,--,nn,--,--,np,np,--,np,np,np,nn,nn,np,--,--,nn,--,--,np,nn,--,nn,nn,nn,--,nn,np,--,nn
*_SCFLD359_103194,<nnxnp>,nn,np,--,--,--,np,nn,--,--,np,np,--,--,nn,--,--,nn,nn,np,--,nn,nn,nn,--,np,--,--,--,np,np,np,--,--,--,np,nn,np,--,--,--,np,np,nn,--,nn,np,--,--,--,np,np,--,--,np,--,np,--,nn,--,nn,nn,--,nn,--,--,np,np,--,np,np,np,nn,nn,np,--,--,nn,--,--,np,nn,--,nn,nn,nn,--,nn,np,--,nn
*_SCFLD359_103203,<hkxhk>,kk,hk,--,--,--,hk,hk,--,--,hk,hh,hh,--,hk,--,--,hk,hk,--,--,hk,hk,kk,--,hh,--,--,--,hk,hh,hh,--,--,--,hh,hk,hh,--,--,--,hk,hh,kk,--,hh,hh,--,--,--,hh,hh,--,--,hk,--,hh,--,kk,--,kk,hk,--,kk,--,--,hk,hh,--,hh,hh,hh,kk,hk,hk,--,--,kk,--,--,hh,hk,--,hk,kk,hk,--,hk,hh,--,hk
*_SCFLD359_222373,<nnxnp>,--,np,np,--,nn,--,nn,nn,--,np,--,--,--,nn,--,np,--,--,np,nn,nn,--,nn,--,np,nn,nn,nn,np,np,--,--,nn,nn,np,--,--,nn,nn,--,--,--,nn,--,--,np,np,--,--,np,np,--,nn,--,--,--,--,--,--,--,nn,nn,nn,--,--,np,--,np,--,--,np,nn,--,--,--,--,--,--,nn,--,nn,--,nn,nn,nn,--,nn,np,--,nn
*_SCFLD359_222404,<nnxnp>,nn,--,np,--,nn,--,nn,--,nn,np,--,--,--,--,--,np,nn,--,np,--,--,nn,--,--,--,nn,nn,--,np,np,np,--,nn,nn,np,nn,--,--,--,--,--,--,nn,--,--,np,np,np,--,np,--,--,--,np,--,np,--,--,nn,--,nn,nn,nn,np,np,np,np,--,np,--,--,--,--,--,--,nn,nn,--,nn,--,nn,--,nn,--,nn,--,--,--,nn,nn
*_SCFLD359_222410,<nnxnp>,nn,--,np,--,nn,--,nn,--,nn,np,--,np,--,--,--,np,nn,--,np,--,--,nn,--,--,--,nn,nn,nn,np,np,np,--,nn,nn,np,nn,--,--,--,--,np,np,nn,--,--,np,np,np,--,np,--,--,nn,np,--,np,--,--,nn,--,nn,nn,nn,np,np,np,np,--,np,--,--,--,--,--,nn,nn,nn,--,nn,--,nn,--,nn,--,nn,--,--,np,nn,nn
*_SCFLD359_222425,<nnxnp>,nn,--,np,--,nn,--,nn,--,nn,np,--,np,--,nn,--,np,nn,--,np,--,--,nn,--,--,--,nn,nn,nn,np,np,np,--,nn,nn,np,nn,--,--,--,--,np,np,nn,--,--,np,np,np,--,np,--,--,nn,np,nn,np,--,--,nn,--,nn,nn,nn,np,np,np,np,--,np,--,--,--,--,np,nn,nn,nn,--,nn,--,nn,--,nn,nn,nn,--,--,np,nn,nn
*_SCFLD359_222441,<nnxnp>,nn,--,np,--,nn,--,nn,--,nn,np,--,np,--,nn,--,np,nn,--,np,--,--,nn,--,--,--,nn,nn,nn,np,np,np,--,nn,nn,np,nn,--,--,--,--,np,np,nn,--,--,np,np,np,--,np,--,--,nn,np,nn,np,--,--,nn,--,nn,nn,nn,np,np,np,np,--,np,--,--,--,--,np,nn,nn,nn,--,nn,--,nn,--,nn,nn,nn,--,--,np,nn,nn
*_SCFLD359_222453,<nnxnp>,nn,--,np,--,nn,--,nn,--,nn,np,--,np,--,nn,--,np,nn,--,np,--,--,nn,--,--,--,nn,nn,nn,np,np,np,--,nn,nn,np,nn,--,--,--,--,np,np,nn,--,--,np,np,np,--,np,--,--,nn,np,nn,np,--,--,nn,--,nn,nn,nn,np,np,np,np,--,np,--,--,--,--,np,nn,nn,nn,--,nn,--,nn,--,nn,nn,nn,--,--,np,nn,nn
*_SCFLD359_242689,<nnxnp>,--,np,np,--,nn,--,nn,nn,--,np,np,np,np,nn,--,np,--,--,np,--,--,--,nn,--,np,nn,nn,--,np,--,--,--,--,--,--,nn,--,--,--,--,np,np,nn,--,--,np,np,--,np,np,np,--,--,np,--,--,--,nn,--,nn,nn,nn,nn,--,--,np,np,np,np,--,np,nn,nn,--,--,nn,nn,np,nn,np,nn,--,nn,--,nn,--,--,--,nn,--
*_SCFLD359_242714,<hkxhk>,--,hh,hh,--,kk,--,kk,kk,--,hh,hk,hk,hh,kk,--,hk,--,--,hh,--,kk,--,hk,--,hk,hk,kk,--,hh,--,--,--,--,--,--,kk,--,hh,--,--,hh,hk,hk,--,--,hk,hh,--,hk,hk,hk,--,--,hh,--,--,--,hk,--,hk,kk,kk,hk,--,hk,hh,hk,hk,hk,--,hk,hk,kk,--,--,kk,hk,hk,hk,hk,kk,--,kk,--,kk,--,--,--,hk,--
*_SCFLD359_242723,<hkxhk>,--,hh,hh,--,kk,--,kk,kk,--,hh,hk,hk,hh,kk,--,hk,--,--,hh,--,kk,kk,hk,--,hk,hk,kk,--,hh,--,--,--,--,--,--,kk,--,hh,--,--,hh,hk,hk,hk,--,hk,hh,--,hk,hk,hk,--,--,hh,--,--,--,hk,--,hk,kk,kk,hk,--,hk,hh,hk,hk,hk,--,hk,hk,kk,--,--,kk,hk,hk,hk,hk,--,--,kk,--,kk,--,--,--,hk,--
*_SCFLD359_242743,<hkxhk>,--,hh,hh,--,kk,--,kk,kk,--,hh,hk,hk,hh,kk,--,hk,kk,--,hh,--,kk,kk,hk,--,hk,hk,kk,--,hh,--,--,--,kk,--,--,kk,--,hh,--,--,hh,hk,hk,hk,--,hk,hh,--,hk,hk,hk,--,--,hh,--,--,--,hk,--,hk,kk,kk,hk,--,hk,hh,hk,hk,hk,--,hk,hk,kk,--,--,kk,hk,hk,hk,hk,kk,--,kk,--,kk,--,kk,--,hk,--
